archetype,scenario,seed,year,techs,researchActive,scholars,allTechDone
techlord,archipelago,42,41,9,scholarship,5,0
techlord,archipelago,42,42,9,scholarship,5,0
techlord,archipelago,42,43,9,scholarship,5,0
techlord,archipelago,42,44,9,scholarship,5,0
techlord,archipelago,42,45,9,scholarship,5,0
techlord,archipelago,42,46,9,scholarship,5,0
techlord,archipelago,42,47,9,scholarship,5,0
techlord,archipelago,42,48,10,engineering,5,0
techlord,archipelago,42,49,10,engineering,5,0
techlord,archipelago,42,50,11,metallurgy,5,0
techlord,archipelago,42,51,11,metallurgy,5,0
survivor,archipelago,7,1,2,,0,0
survivor,archipelago,7,2,2,,0,0
survivor,archipelago,7,3,2,,0,0
survivor,archipelago,7,4,2,,0,0
survivor,archipelago,7,5,2,,0,0
survivor,archipelago,7,6,2,,0,0
survivor,archipelago,7,7,2,,0,0
survivor,archipelago,7,8,2,,0,0
survivor,archipelago,7,9,2,,0,0
survivor,archipelago,7,10,2,,0,0
survivor,archipelago,7,11,2,,0,0
survivor,archipelago,7,12,2,,0,0
survivor,archipelago,7,13,2,,0,0
survivor,archipelago,7,14,2,,0,0
survivor,archipelago,7,15,2,,0,0
survivor,archipelago,7,16,2,,0,0
survivor,archipelago,7,17,2,,0,0
survivor,archipelago,7,18,2,,0,0
survivor,archipelago,7,19,2,,0,0
survivor,archipelago,7,20,2,,0,0
survivor,archipelago,7,21,2,,0,0
survivor,archipelago,7,22,2,,0,0
survivor,archipelago,7,23,2,,0,0
survivor,archipelago,7,24,2,,0,0
survivor,archipelago,7,25,2,,0,0
survivor,archipelago,7,26,2,,0,0
survivor,archipelago,19,1,2,,0,0
survivor,archipelago,19,2,2,,0,0
survivor,archipelago,19,3,2,,0,0
survivor,archipelago,19,4,2,,0,0
survivor,archipelago,19,5,2,,0,0
survivor,archipelago,19,6,2,,0,0
survivor,archipelago,19,7,2,,0,0
survivor,archipelago,19,8,2,,0,0
survivor,archipelago,19,9,2,,0,0
survivor,archipelago,19,10,2,,0,0
survivor,archipelago,19,11,2,,0,0
survivor,archipelago,19,12,2,,0,0
survivor,archipelago,19,13,2,,0,0
survivor,archipelago,19,14,2,,0,0
survivor,archipelago,19,15,2,,0,0
survivor,archipelago,19,16,2,,0,0
survivor,archipelago,19,17,2,,0,0
survivor,archipelago,19,18,2,,0,0
survivor,archipelago,19,19,2,,0,0
survivor,archipelago,19,20,2,,0,0
survivor,archipelago,19,21,2,,0,0
survivor,archipelago,19,22,2,,0,0
survivor,archipelago,19,23,2,,0,0
survivor,archipelago,19,24,2,,0,0
survivor,archipelago,19,25,2,,0,0
survivor,archipelago,19,26,2,,0,0
survivor,archipelago,19,27,2,,0,0
survivor,archipelago,19,28,2,,0,0
survivor,archipelago,19,29,2,,0,0
survivor,archipelago,19,30,2,,0,0
survivor,archipelago,19,31,2,,0,0
survivor,archipelago,19,32,2,,0,0
survivor,archipelago,42,1,2,,0,0
survivor,archipelago,42,2,2,,0,0
survivor,archipelago,42,3,2,,0,0
survivor,archipelago,42,4,2,,0,0
survivor,archipelago,42,5,2,,0,0
survivor,archipelago,42,6,2,,0,0
survivor,archipelago,42,7,2,,0,0
survivor,archipelago,42,8,2,,0,0
survivor,archipelago,42,9,2,,0,0
survivor,archipelago,42,10,2,,0,0
survivor,archipelago,42,11,2,,0,0
survivor,archipelago,42,12,2,,0,0
survivor,archipelago,42,13,2,,0,0
survivor,archipelago,42,14,2,,0,0
survivor,archipelago,42,15,2,,0,0
survivor,archipelago,42,16,2,,0,0
survivor,archipelago,42,17,2,,0,0
survivor,archipelago,42,18,2,,0,0
survivor,archipelago,42,19,2,,0,0
survivor,archipelago,42,20,2,,0,0
survivor,archipelago,42,21,2,,0,0
survivor,archipelago,42,22,2,,0,0
survivor,archipelago,42,23,2,,0,0
survivor,archipelago,42,24,2,,0,0
survivor,archipelago,42,25,2,,0,0
survivor,archipelago,42,26,2,,0,0
survivor,archipelago,42,27,2,,0,0
survivor,archipelago,42,28,2,,0,0
survivor,archipelago,42,29,2,,0,0
survivor,archipelago,42,30,2,,0,0
survivor,archipelago,42,31,2,,0,0
survivor,archipelago,42,32,2,,0,0
survivor,archipelago,42,33,2,,0,0
survivor,archipelago,42,34,2,,0,0
survivor,archipelago,42,35,2,,0,0
survivor,archipelago,42,36,2,,0,0
survivor,archipelago,42,37,2,,0,0
survivor,archipelago,42,38,2,,0,0
survivor,archipelago,42,39,2,,0,0
survivor,archipelago,42,40,2,,0,0
survivor,archipelago,42,41,2,,0,0
survivor,archipelago,42,42,2,,0,0
survivor,archipelago,42,43,2,,0,0
survivor,archipelago,42,44,2,,0,0
survivor,archipelago,42,45,2,,0,0
survivor,archipelago,42,46,2,,0,0
survivor,archipelago,42,47,2,,0,0
survivor,archipelago,42,48,2,,0,0
survivor,archipelago,42,49,2,,0,0
survivor,archipelago,42,50,2,,0,0
survivor,archipelago,42,51,2,,0,0
survivor,archipelago,42,52,2,,0,0
survivor,archipelago,42,53,2,,0,0
survivor,archipelago,42,54,2,,0,0
survivor,archipelago,42,55,2,,0,0
survivor,archipelago,42,56,2,,0,0
survivor,archipelago,42,57,2,,0,0
survivor,archipelago,42,58,2,,0,0
survivor,archipelago,42,59,2,,0,0
survivor,archipelago,42,60,2,,0,0
survivor,archipelago,42,61,2,,0,0
survivor,archipelago,42,62,2,,0,0
survivor,archipelago,42,63,2,,0,0
survivor,archipelago,42,64,2,,0,0
survivor,archipelago,42,65,2,,0,0
survivor,archipelago,42,66,2,,0,0
survivor,archipelago,42,67,2,,0,0
survivor,archipelago,42,68,2,,0,0
survivor,archipelago,42,69,2,,0,0
survivor,archipelago,42,70,2,,0,0
survivor,archipelago,42,71,2,,0,0
survivor,archipelago,42,72,2,,0,0
survivor,archipelago,42,73,2,,0,0
survivor,archipelago,42,74,2,,0,0
survivor,archipelago,42,75,2,,0,0
survivor,archipelago,42,76,2,,0,0
survivor,archipelago,42,77,2,,0,0
survivor,archipelago,42,78,2,,0,0
survivor,archipelago,42,79,2,,0,0
survivor,archipelago,42,80,2,,0,0
survivor,archipelago,42,81,2,,0,0
survivor,archipelago,42,82,2,,0,0
survivor,archipelago,42,83,2,,0,0
survivor,archipelago,42,84,2,,0,0
survivor,archipelago,42,85,2,,0,0
survivor,archipelago,42,86,2,,0,0
survivor,archipelago,42,87,2,,0,0
survivor,archipelago,42,88,2,,0,0
survivor,archipelago,42,89,2,,0,0
survivor,archipelago,42,90,2,,0,0
survivor,archipelago,42,91,2,,0,0
survivor,archipelago,42,92,2,,0,0
survivor,archipelago,42,93,2,,0,0
survivor,archipelago,42,94,2,,0,0
survivor,archipelago,42,95,2,,0,0
survivor,archipelago,42,96,2,,0,0
survivor,archipelago,42,97,2,,0,0
survivor,archipelago,42,98,2,,0,0
survivor,archipelago,42,99,2,,0,0
survivor,archipelago,42,100,2,,0,0
passive,pangaea,7,1,2,,0,0
passive,pangaea,7,2,2,,0,0
passive,pangaea,7,3,2,,0,0
passive,pangaea,7,4,2,,0,0
passive,pangaea,7,5,2,,0,0
passive,pangaea,7,6,2,,0,0
passive,pangaea,7,7,2,,0,0
passive,pangaea,7,8,2,,0,0
passive,pangaea,7,9,2,,0,0
passive,pangaea,7,10,2,,0,0
passive,pangaea,7,11,2,,0,0
passive,pangaea,7,12,2,,0,0
passive,pangaea,7,13,2,,0,0
passive,pangaea,7,14,2,,0,0
passive,pangaea,7,15,2,,0,0
passive,pangaea,7,16,2,,0,0
passive,pangaea,7,17,2,,0,0
passive,pangaea,7,18,2,,0,0
passive,pangaea,7,19,2,,0,0
passive,pangaea,7,20,2,,0,0
passive,pangaea,7,21,2,,0,0
passive,pangaea,7,22,2,,0,0
passive,pangaea,7,23,2,,0,0
passive,pangaea,7,24,2,,0,0
passive,pangaea,7,25,2,,0,0
passive,pangaea,7,26,2,,0,0
passive,pangaea,7,27,2,,0,0
passive,pangaea,7,28,2,,0,0
passive,pangaea,7,29,2,,0,0
passive,pangaea,7,30,2,,0,0
passive,pangaea,7,31,2,,0,0
passive,pangaea,7,32,2,,0,0
passive,pangaea,7,33,2,,0,0
passive,pangaea,7,34,2,,0,0
passive,pangaea,7,35,2,,0,0
passive,pangaea,7,36,2,,0,0
passive,pangaea,7,37,2,,0,0
passive,pangaea,7,38,2,,0,0
passive,pangaea,7,39,2,,0,0
passive,pangaea,7,40,2,,0,0
passive,pangaea,7,41,2,,0,0
passive,pangaea,7,42,2,,0,0
passive,pangaea,7,43,2,,0,0
passive,pangaea,7,44,2,,0,0
passive,pangaea,7,45,2,,0,0
passive,pangaea,7,46,2,,0,0
passive,pangaea,7,47,2,,0,0
passive,pangaea,7,48,2,,0,0
passive,pangaea,7,49,2,,0,0
passive,pangaea,7,50,2,,0,0
passive,pangaea,7,51,2,,0,0
passive,pangaea,7,52,2,,0,0
passive,pangaea,7,53,2,,0,0
passive,pangaea,7,54,2,,0,0
passive,pangaea,7,55,2,,0,0
passive,pangaea,7,56,2,,0,0
passive,pangaea,7,57,2,,0,0
passive,pangaea,7,58,2,,0,0
passive,pangaea,7,59,2,,0,0
passive,pangaea,7,60,2,,0,0
passive,pangaea,7,61,2,,0,0
passive,pangaea,7,62,2,,0,0
passive,pangaea,7,63,2,,0,0
passive,pangaea,7,64,2,,0,0
passive,pangaea,7,65,2,,0,0
passive,pangaea,7,66,2,,0,0
passive,pangaea,7,67,2,,0,0
passive,pangaea,7,68,2,,0,0
passive,pangaea,7,69,2,,0,0
passive,pangaea,7,70,2,,0,0
passive,pangaea,7,71,2,,0,0
passive,pangaea,7,72,2,,0,0
passive,pangaea,7,73,2,,0,0
passive,pangaea,7,74,2,,0,0
passive,pangaea,7,75,2,,0,0
passive,pangaea,7,76,2,,0,0
passive,pangaea,7,77,2,,0,0
passive,pangaea,7,78,2,,0,0
passive,pangaea,7,79,2,,0,0
passive,pangaea,7,80,2,,0,0
passive,pangaea,7,81,2,,0,0
passive,pangaea,7,82,2,,0,0
passive,pangaea,7,83,2,,0,0
passive,pangaea,7,84,2,,0,0
passive,pangaea,7,85,2,,0,0
passive,pangaea,7,86,2,,0,0
passive,pangaea,7,87,2,,0,0
passive,pangaea,7,88,2,,0,0
passive,pangaea,7,89,2,,0,0
passive,pangaea,7,90,2,,0,0
passive,pangaea,7,91,2,,0,0
passive,pangaea,7,92,2,,0,0
passive,pangaea,7,93,2,,0,0
passive,pangaea,7,94,2,,0,0
passive,pangaea,7,95,2,,0,0
passive,pangaea,7,96,2,,0,0
passive,pangaea,7,97,2,,0,0
passive,pangaea,7,98,2,,0,0
passive,pangaea,7,99,2,,0,0
passive,pangaea,7,100,2,,0,0
passive,pangaea,19,1,2,,0,0
passive,pangaea,19,2,2,,0,0
passive,pangaea,19,3,2,,0,0
passive,pangaea,19,4,2,,0,0
passive,pangaea,19,5,2,,0,0
passive,pangaea,19,6,2,,0,0
passive,pangaea,19,7,2,,0,0
passive,pangaea,19,8,2,,0,0
passive,pangaea,19,9,2,,0,0
passive,pangaea,19,10,2,,0,0
passive,pangaea,19,11,2,,0,0
passive,pangaea,19,12,2,,0,0
passive,pangaea,19,13,2,,0,0
passive,pangaea,19,14,2,,0,0
passive,pangaea,19,15,2,,0,0
passive,pangaea,19,16,2,,0,0
passive,pangaea,19,17,2,,0,0
passive,pangaea,19,18,2,,0,0
passive,pangaea,19,19,2,,0,0
passive,pangaea,19,20,2,,0,0
passive,pangaea,19,21,2,,0,0
passive,pangaea,19,22,2,,0,0
passive,pangaea,19,23,2,,0,0
passive,pangaea,19,24,2,,0,0
passive,pangaea,19,25,2,,0,0
passive,pangaea,19,26,2,,0,0
passive,pangaea,19,27,2,,0,0
passive,pangaea,19,28,2,,0,0
passive,pangaea,19,29,2,,0,0
passive,pangaea,19,30,2,,0,0
passive,pangaea,19,31,2,,0,0
passive,pangaea,19,32,2,,0,0
passive,pangaea,19,33,2,,0,0
passive,pangaea,19,34,2,,0,0
passive,pangaea,19,35,2,,0,0
passive,pangaea,19,36,2,,0,0
passive,pangaea,19,37,2,,0,0
passive,pangaea,19,38,2,,0,0
passive,pangaea,19,39,2,,0,0
passive,pangaea,19,40,2,,0,0
passive,pangaea,19,41,2,,0,0
passive,pangaea,19,42,2,,0,0
passive,pangaea,19,43,2,,0,0
passive,pangaea,19,44,2,,0,0
passive,pangaea,19,45,2,,0,0
passive,pangaea,19,46,2,,0,0
passive,pangaea,19,47,2,,0,0
passive,pangaea,19,48,2,,0,0
passive,pangaea,19,49,2,,0,0
passive,pangaea,19,50,2,,0,0
passive,pangaea,19,51,2,,0,0
passive,pangaea,19,52,2,,0,0
passive,pangaea,19,53,2,,0,0
passive,pangaea,19,54,2,,0,0
passive,pangaea,19,55,2,,0,0
passive,pangaea,19,56,2,,0,0
passive,pangaea,19,57,2,,0,0
passive,pangaea,19,58,2,,0,0
passive,pangaea,19,59,2,,0,0
passive,pangaea,19,60,2,,0,0
passive,pangaea,19,61,2,,0,0
passive,pangaea,19,62,2,,0,0
passive,pangaea,19,63,2,,0,0
passive,pangaea,19,64,2,,0,0
passive,pangaea,19,65,2,,0,0
passive,pangaea,19,66,2,,0,0
passive,pangaea,19,67,2,,0,0
passive,pangaea,19,68,2,,0,0
passive,pangaea,19,69,2,,0,0
passive,pangaea,19,70,2,,0,0
passive,pangaea,19,71,2,,0,0
passive,pangaea,19,72,2,,0,0
passive,pangaea,19,73,2,,0,0
passive,pangaea,19,74,2,,0,0
passive,pangaea,19,75,2,,0,0
passive,pangaea,19,76,2,,0,0
passive,pangaea,19,77,2,,0,0
passive,pangaea,19,78,2,,0,0
passive,pangaea,19,79,2,,0,0
passive,pangaea,19,80,2,,0,0
passive,pangaea,19,81,2,,0,0
passive,pangaea,19,82,2,,0,0
passive,pangaea,19,83,2,,0,0
passive,pangaea,19,84,2,,0,0
passive,pangaea,19,85,2,,0,0
passive,pangaea,19,86,2,,0,0
passive,pangaea,19,87,2,,0,0
passive,pangaea,19,88,2,,0,0
passive,pangaea,19,89,2,,0,0
passive,pangaea,19,90,2,,0,0
passive,pangaea,19,91,2,,0,0
passive,pangaea,19,92,2,,0,0
passive,pangaea,19,93,2,,0,0
passive,pangaea,19,94,2,,0,0
passive,pangaea,19,95,2,,0,0
passive,pangaea,19,96,2,,0,0
passive,pangaea,19,97,2,,0,0
passive,pangaea,19,98,2,,0,0
passive,pangaea,19,99,2,,0,0
passive,pangaea,19,100,2,,0,0
passive,pangaea,42,1,2,,0,0
passive,pangaea,42,2,2,,0,0
passive,pangaea,42,3,2,,0,0
passive,pangaea,42,4,2,,0,0
passive,pangaea,42,5,2,,0,0
passive,pangaea,42,6,2,,0,0
passive,pangaea,42,7,2,,0,0
passive,pangaea,42,8,2,,0,0
passive,pangaea,42,9,2,,0,0
passive,pangaea,42,10,2,,0,0
passive,pangaea,42,11,2,,0,0
passive,pangaea,42,12,2,,0,0
passive,pangaea,42,13,2,,0,0
passive,pangaea,42,14,2,,0,0
passive,pangaea,42,15,2,,0,0
passive,pangaea,42,16,2,,0,0
passive,pangaea,42,17,2,,0,0
passive,pangaea,42,18,2,,0,0
passive,pangaea,42,19,2,,0,0
passive,pangaea,42,20,2,,0,0
passive,pangaea,42,21,2,,0,0
passive,pangaea,42,22,2,,0,0
passive,pangaea,42,23,2,,0,0
passive,pangaea,42,24,2,,0,0
passive,pangaea,42,25,2,,0,0
passive,pangaea,42,26,2,,0,0
conquest,pangaea,7,1,2,horsemanship,0,0
conquest,pangaea,7,2,2,horsemanship,0,0
conquest,pangaea,7,3,2,horsemanship,0,0
conquest,pangaea,7,4,2,horsemanship,0,0
conquest,pangaea,7,5,2,horsemanship,0,0
conquest,pangaea,7,6,3,,0,0
conquest,pangaea,7,7,3,masonry,0,0
conquest,pangaea,7,8,3,masonry,0,0
conquest,pangaea,7,9,3,masonry,0,0
conquest,pangaea,7,10,3,masonry,0,0
conquest,pangaea,7,11,3,masonry,0,0
conquest,pangaea,7,12,3,masonry,0,0
conquest,pangaea,7,13,3,masonry,0,0
conquest,pangaea,7,14,4,,0,0
conquest,pangaea,7,15,4,engineering,0,0
conquest,pangaea,7,16,4,engineering,0,0
conquest,pangaea,7,17,4,engineering,0,0
conquest,pangaea,7,18,4,engineering,0,0
conquest,pangaea,7,19,4,engineering,0,0
conquest,pangaea,7,20,4,engineering,0,0
conquest,pangaea,7,21,4,engineering,0,0
conquest,pangaea,7,22,4,engineering,0,0
conquest,pangaea,7,23,4,engineering,0,0
conquest,pangaea,7,24,4,engineering,0,0
conquest,pangaea,7,25,4,engineering,0,0
conquest,pangaea,7,26,4,engineering,0,0
conquest,pangaea,7,27,5,,0,0
conquest,pangaea,7,28,5,,0,0
conquest,pangaea,7,29,5,,0,0
conquest,pangaea,7,30,5,,0,0
conquest,pangaea,7,31,5,,0,0
conquest,pangaea,7,32,5,,0,0
conquest,pangaea,7,33,5,,0,0
conquest,pangaea,7,34,5,,0,0
conquest,pangaea,7,35,5,,0,0
conquest,pangaea,7,36,5,,0,0
conquest,pangaea,7,37,5,,0,0
conquest,pangaea,7,38,5,,0,0
conquest,pangaea,7,39,5,,0,0
conquest,pangaea,7,40,5,,0,0
conquest,pangaea,7,41,5,,0,0
conquest,pangaea,7,42,5,,0,0
conquest,pangaea,7,43,5,,0,0
conquest,pangaea,7,44,5,,0,0
conquest,pangaea,7,45,5,,0,0
conquest,pangaea,7,46,5,,0,0
conquest,pangaea,7,47,5,,0,0
conquest,pangaea,7,48,5,,0,0
conquest,pangaea,7,49,5,,0,0
conquest,pangaea,7,50,5,,0,0
conquest,pangaea,7,51,5,,0,0
conquest,pangaea,7,52,5,,0,0
conquest,pangaea,7,53,5,,0,0
conquest,pangaea,7,54,5,,0,0
conquest,pangaea,7,55,5,,0,0
conquest,pangaea,7,56,5,,0,0
conquest,pangaea,7,57,5,,0,0
conquest,pangaea,7,58,5,,0,0
conquest,pangaea,7,59,5,,0,0
conquest,pangaea,7,60,5,,0,0
conquest,pangaea,7,61,5,,0,0
conquest,pangaea,7,62,5,,0,0
conquest,pangaea,7,63,5,,0,0
conquest,pangaea,7,64,5,,0,0
conquest,pangaea,7,65,5,,0,0
conquest,pangaea,7,66,5,,0,0
conquest,pangaea,7,67,5,,0,0
conquest,pangaea,7,68,5,,0,0
conquest,pangaea,7,69,5,,0,0
conquest,pangaea,7,70,5,,0,0
conquest,pangaea,7,71,5,,0,0
conquest,pangaea,7,72,5,,0,0
conquest,pangaea,7,73,5,,0,0
conquest,pangaea,7,74,5,,0,0
conquest,pangaea,7,75,5,,0,0
conquest,pangaea,7,76,5,,0,0
conquest,pangaea,7,77,5,,0,0
conquest,pangaea,7,78,5,,0,0
conquest,pangaea,7,79,5,,0,0
conquest,pangaea,7,80,5,,0,0
conquest,pangaea,7,81,5,,0,0
conquest,pangaea,7,82,5,,0,0
conquest,pangaea,7,83,5,,0,0
conquest,pangaea,7,84,5,,0,0
conquest,pangaea,7,85,5,,0,0
conquest,pangaea,7,86,5,,0,0
conquest,pangaea,7,87,5,,0,0
conquest,pangaea,7,88,5,,0,0
conquest,pangaea,7,89,5,,0,0
conquest,pangaea,7,90,5,,0,0
conquest,pangaea,7,91,5,,0,0
conquest,pangaea,7,92,5,,0,0
conquest,pangaea,7,93,5,,0,0
conquest,pangaea,7,94,5,,0,0
conquest,pangaea,7,95,5,,0,0
conquest,pangaea,7,96,5,,0,0
conquest,pangaea,7,97,5,,0,0
conquest,pangaea,7,98,5,,0,0
conquest,pangaea,7,99,5,,0,0
conquest,pangaea,7,100,5,,0,0
conquest,pangaea,19,1,2,horsemanship,0,0
conquest,pangaea,19,2,2,horsemanship,0,0
conquest,pangaea,19,3,2,horsemanship,0,0
conquest,pangaea,19,4,2,horsemanship,0,0
conquest,pangaea,19,5,2,horsemanship,0,0
conquest,pangaea,19,6,3,,0,0
conquest,pangaea,19,7,3,masonry,0,0
conquest,pangaea,19,8,3,masonry,0,0
conquest,pangaea,19,9,3,masonry,0,0
conquest,pangaea,19,10,3,masonry,0,0
conquest,pangaea,19,11,3,masonry,0,0
conquest,pangaea,19,12,3,masonry,0,0
conquest,pangaea,19,13,3,masonry,0,0
conquest,pangaea,19,14,4,,0,0
conquest,pangaea,19,15,4,engineering,0,0
conquest,pangaea,19,16,4,engineering,0,0
conquest,pangaea,19,17,4,engineering,0,0
conquest,pangaea,19,18,4,engineering,0,0
conquest,pangaea,19,19,4,engineering,0,0
conquest,pangaea,19,20,4,engineering,0,0
conquest,pangaea,19,21,4,engineering,0,0
conquest,pangaea,19,22,4,engineering,0,0
conquest,pangaea,19,23,4,engineering,0,0
conquest,pangaea,42,1,2,horsemanship,0,0
conquest,pangaea,42,2,2,horsemanship,0,0
conquest,pangaea,42,3,2,horsemanship,0,0
conquest,pangaea,42,4,2,horsemanship,0,0
conquest,pangaea,42,5,2,horsemanship,0,0
conquest,pangaea,42,6,3,,0,0
conquest,pangaea,42,7,3,masonry,0,0
conquest,pangaea,42,8,3,masonry,0,0
conquest,pangaea,42,9,3,masonry,0,0
conquest,pangaea,42,10,3,masonry,0,0
conquest,pangaea,42,11,3,masonry,0,0
conquest,pangaea,42,12,3,masonry,0,0
conquest,pangaea,42,13,3,masonry,0,0
conquest,pangaea,42,14,4,,0,0
conquest,pangaea,42,15,4,engineering,0,0
conquest,pangaea,42,16,4,engineering,0,0
conquest,pangaea,42,17,4,engineering,0,0
conquest,pangaea,42,18,4,engineering,0,0
conquest,pangaea,42,19,4,engineering,0,0
conquest,pangaea,42,20,4,engineering,0,0
conquest,pangaea,42,21,4,engineering,0,0
conquest,pangaea,42,22,4,engineering,0,0
conquest,pangaea,42,23,4,engineering,0,0
conquest,pangaea,42,24,5,,0,0
conquest,pangaea,42,25,5,,0,0
conquest,pangaea,42,26,5,,0,0
conquest,pangaea,42,27,5,,0,0
conquest,pangaea,42,28,5,,0,0
conquest,pangaea,42,29,5,,0,0
conquest,pangaea,42,30,5,,0,0
faith,pangaea,7,1,2,masonry,0,0
faith,pangaea,7,2,2,masonry,0,0
faith,pangaea,7,3,2,masonry,0,0
faith,pangaea,7,4,2,masonry,0,0
faith,pangaea,7,5,2,masonry,0,0
faith,pangaea,7,6,2,masonry,0,0
faith,pangaea,7,7,2,masonry,0,0
faith,pangaea,7,8,3,,0,0
faith,pangaea,7,9,3,philosophy,0,0
faith,pangaea,7,10,3,philosophy,0,0
faith,pangaea,7,11,3,philosophy,0,0
faith,pangaea,7,12,3,philosophy,0,0
faith,pangaea,7,13,3,philosophy,0,0
faith,pangaea,7,14,3,philosophy,0,0
faith,pangaea,7,15,3,philosophy,0,0
faith,pangaea,7,16,3,philosophy,0,0
faith,pangaea,7,17,3,philosophy,0,0
faith,pangaea,7,18,3,philosophy,0,0
faith,pangaea,19,1,2,masonry,0,0
faith,pangaea,19,2,2,masonry,0,0
faith,pangaea,19,3,2,masonry,0,0
faith,pangaea,19,4,2,masonry,0,0
faith,pangaea,19,5,2,masonry,0,0
faith,pangaea,19,6,2,masonry,0,0
faith,pangaea,19,7,2,masonry,0,0
faith,pangaea,19,8,3,,0,0
faith,pangaea,19,9,3,philosophy,0,0
faith,pangaea,19,10,3,philosophy,0,0
faith,pangaea,19,11,3,philosophy,0,0
faith,pangaea,19,12,3,philosophy,0,0
faith,pangaea,19,13,3,philosophy,0,0
faith,pangaea,19,14,3,philosophy,0,0
faith,pangaea,19,15,3,philosophy,0,0
faith,pangaea,19,16,3,philosophy,0,0
faith,pangaea,19,17,3,philosophy,0,0
faith,pangaea,19,18,3,philosophy,0,0
faith,pangaea,19,19,4,,0,0
faith,pangaea,19,20,4,,0,0
faith,pangaea,19,21,4,,0,0
faith,pangaea,19,22,4,,0,0
faith,pangaea,19,23,4,,0,0
faith,pangaea,19,24,4,,0,0
faith,pangaea,19,25,4,,0,0
faith,pangaea,19,26,4,,0,0
faith,pangaea,19,27,4,,0,0
faith,pangaea,19,28,4,,0,0
faith,pangaea,19,29,4,,0,0
faith,pangaea,19,30,4,,0,0
faith,pangaea,19,31,4,,0,0
faith,pangaea,19,32,4,,0,0
faith,pangaea,19,33,4,,0,0
faith,pangaea,19,34,4,,0,0
faith,pangaea,42,1,2,masonry,0,0
faith,pangaea,42,2,2,masonry,0,0
faith,pangaea,42,3,2,masonry,0,0
faith,pangaea,42,4,2,masonry,0,0
faith,pangaea,42,5,2,masonry,0,0
faith,pangaea,42,6,2,masonry,0,0
faith,pangaea,42,7,2,masonry,0,0
faith,pangaea,42,8,3,,0,0
faith,pangaea,42,9,3,philosophy,0,0
faith,pangaea,42,10,3,philosophy,0,0
faith,pangaea,42,11,3,philosophy,0,0
faith,pangaea,42,12,3,philosophy,0,0
faith,pangaea,42,13,3,philosophy,0,0
faith,pangaea,42,14,3,philosophy,0,0
faith,pangaea,42,15,3,philosophy,0,0
faith,pangaea,42,16,3,philosophy,0,0
faith,pangaea,42,17,4,,0,0
faith,pangaea,42,18,4,,0,0
faith,pangaea,42,19,4,,0,0
faith,pangaea,42,20,4,,0,0
faith,pangaea,42,21,4,,0,0
merchant,pangaea,7,1,2,currency,0,0
merchant,pangaea,7,2,2,currency,0,0
merchant,pangaea,7,3,2,currency,0,0
merchant,pangaea,7,4,2,currency,0,0
merchant,pangaea,7,5,2,currency,0,0
merchant,pangaea,7,6,3,,0,0
merchant,pangaea,7,7,3,masonry,0,0
merchant,pangaea,7,8,3,masonry,0,0
merchant,pangaea,7,9,3,masonry,0,0
merchant,pangaea,7,10,3,masonry,0,0
merchant,pangaea,7,11,3,masonry,0,0
merchant,pangaea,7,12,3,masonry,0,0
merchant,pangaea,7,13,3,masonry,0,0
merchant,pangaea,7,14,4,,0,0
merchant,pangaea,7,15,4,irrigation,0,0
merchant,pangaea,7,16,4,irrigation,0,0
merchant,pangaea,7,17,4,irrigation,0,0
merchant,pangaea,7,18,4,irrigation,0,0
merchant,pangaea,7,19,4,irrigation,0,0
merchant,pangaea,7,20,4,irrigation,0,0
merchant,pangaea,7,21,4,irrigation,0,0
merchant,pangaea,7,22,5,banking,0,0
merchant,pangaea,7,23,5,banking,0,0
merchant,pangaea,7,24,5,banking,0,0
merchant,pangaea,7,25,5,banking,0,0
merchant,pangaea,7,26,5,banking,0,0
merchant,pangaea,7,27,5,banking,0,0
merchant,pangaea,7,28,5,banking,0,0
merchant,pangaea,7,29,5,banking,0,0
merchant,pangaea,7,30,5,banking,0,0
merchant,pangaea,7,31,5,banking,0,0
merchant,pangaea,7,32,5,banking,0,0
merchant,pangaea,7,33,5,banking,0,0
merchant,pangaea,7,34,5,banking,0,0
merchant,pangaea,7,35,5,banking,0,0
merchant,pangaea,7,36,5,banking,0,0
merchant,pangaea,7,37,6,accounting,0,0
merchant,pangaea,7,38,6,accounting,0,0
merchant,pangaea,7,39,6,accounting,0,0
merchant,pangaea,7,40,6,accounting,0,0
merchant,pangaea,7,41,6,accounting,0,0
merchant,pangaea,7,42,6,accounting,0,0
merchant,pangaea,7,43,6,accounting,0,0
merchant,pangaea,7,44,6,accounting,0,0
merchant,pangaea,7,45,6,accounting,0,0
merchant,pangaea,7,46,6,accounting,0,0
merchant,pangaea,7,47,6,accounting,0,0
merchant,pangaea,7,48,6,accounting,0,0
merchant,pangaea,7,49,6,accounting,0,0
merchant,pangaea,7,50,6,accounting,0,0
merchant,pangaea,7,51,6,accounting,0,0
merchant,pangaea,7,52,6,accounting,0,0
merchant,pangaea,7,53,6,accounting,0,0
merchant,pangaea,7,54,6,accounting,0,0
merchant,pangaea,7,55,7,philosophy,0,0
merchant,pangaea,7,56,7,philosophy,0,0
merchant,pangaea,7,57,7,philosophy,0,0
merchant,pangaea,7,58,7,philosophy,0,0
merchant,pangaea,7,59,7,philosophy,0,0
merchant,pangaea,7,60,7,philosophy,0,0
merchant,pangaea,7,61,7,philosophy,0,0
