archetype,scenario,seed,year,techs,researchActive,scholars,allTechDone
survivor,pangaea,19,92,2,,0,0
survivor,pangaea,19,93,2,,0,0
survivor,pangaea,19,94,2,,0,0
survivor,pangaea,19,95,2,,0,0
survivor,pangaea,19,96,2,,0,0
survivor,pangaea,19,97,2,,0,0
survivor,pangaea,19,98,2,,0,0
survivor,pangaea,19,99,2,,0,0
survivor,pangaea,19,100,2,,0,0
survivor,pangaea,42,1,2,,0,0
survivor,pangaea,42,2,2,,0,0
survivor,pangaea,42,3,2,,0,0
survivor,pangaea,42,4,2,,0,0
survivor,pangaea,42,5,2,,0,0
survivor,pangaea,42,6,2,,0,0
survivor,pangaea,42,7,2,,0,0
survivor,pangaea,42,8,2,,0,0
survivor,pangaea,42,9,2,,0,0
survivor,pangaea,42,10,2,,0,0
survivor,pangaea,42,11,2,,0,0
survivor,pangaea,42,12,2,,0,0
survivor,pangaea,42,13,2,,0,0
survivor,pangaea,42,14,2,,0,0
survivor,pangaea,42,15,2,,0,0
survivor,pangaea,42,16,2,,0,0
survivor,pangaea,42,17,2,,0,0
survivor,pangaea,42,18,2,,0,0
survivor,pangaea,42,19,2,,0,0
survivor,pangaea,42,20,2,,0,0
survivor,pangaea,42,21,2,,0,0
survivor,pangaea,42,22,2,,0,0
survivor,pangaea,42,23,2,,0,0
survivor,pangaea,42,24,2,,0,0
survivor,pangaea,42,25,2,,0,0
survivor,pangaea,42,26,2,,0,0
survivor,pangaea,42,27,2,,0,0
survivor,pangaea,42,28,2,,0,0
survivor,pangaea,42,29,2,,0,0
survivor,pangaea,42,30,2,,0,0
survivor,pangaea,42,31,2,,0,0
survivor,pangaea,42,32,2,,0,0
passive,easy,7,1,2,,0,0
passive,easy,7,2,2,,0,0
passive,easy,7,3,2,,0,0
passive,easy,7,4,2,,0,0
passive,easy,7,5,2,,0,0
passive,easy,7,6,2,,0,0
passive,easy,7,7,2,,0,0
passive,easy,7,8,2,,0,0
passive,easy,7,9,2,,0,0
passive,easy,7,10,2,,0,0
passive,easy,7,11,2,,0,0
passive,easy,7,12,2,,0,0
passive,easy,7,13,2,,0,0
passive,easy,7,14,2,,0,0
passive,easy,7,15,2,,0,0
passive,easy,7,16,2,,0,0
passive,easy,7,17,2,,0,0
passive,easy,7,18,2,,0,0
passive,easy,7,19,2,,0,0
passive,easy,7,20,2,,0,0
passive,easy,7,21,2,,0,0
passive,easy,7,22,2,,0,0
passive,easy,7,23,2,,0,0
passive,easy,7,24,2,,0,0
passive,easy,7,25,2,,0,0
passive,easy,7,26,2,,0,0
passive,easy,7,27,2,,0,0
passive,easy,7,28,2,,0,0
passive,easy,7,29,2,,0,0
passive,easy,7,30,2,,0,0
passive,easy,7,31,2,,0,0
passive,easy,7,32,2,,0,0
passive,easy,7,33,2,,0,0
passive,easy,7,34,2,,0,0
passive,easy,7,35,2,,0,0
passive,easy,7,36,2,,0,0
passive,easy,7,37,2,,0,0
passive,easy,7,38,2,,0,0
passive,easy,7,39,2,,0,0
passive,easy,7,40,2,,0,0
passive,easy,7,41,2,,0,0
passive,easy,7,42,2,,0,0
passive,easy,7,43,2,,0,0
passive,easy,7,44,2,,0,0
passive,easy,7,45,2,,0,0
passive,easy,7,46,2,,0,0
passive,easy,7,47,2,,0,0
passive,easy,7,48,2,,0,0
passive,easy,7,49,2,,0,0
passive,easy,7,50,2,,0,0
passive,easy,7,51,2,,0,0
passive,easy,7,52,2,,0,0
passive,easy,7,53,2,,0,0
passive,easy,7,54,2,,0,0
passive,easy,7,55,2,,0,0
passive,easy,7,56,2,,0,0
passive,easy,7,57,2,,0,0
passive,easy,7,58,2,,0,0
passive,easy,7,59,2,,0,0
passive,easy,7,60,2,,0,0
passive,easy,7,61,2,,0,0
passive,easy,7,62,2,,0,0
passive,easy,7,63,2,,0,0
passive,easy,7,64,2,,0,0
passive,easy,7,65,2,,0,0
passive,easy,7,66,2,,0,0
passive,easy,7,67,2,,0,0
passive,easy,7,68,2,,0,0
passive,easy,7,69,2,,0,0
passive,easy,7,70,2,,0,0
passive,easy,7,71,2,,0,0
passive,easy,7,72,2,,0,0
passive,easy,7,73,2,,0,0
passive,easy,7,74,2,,0,0
passive,easy,7,75,2,,0,0
passive,easy,7,76,2,,0,0
passive,easy,7,77,2,,0,0
passive,easy,7,78,2,,0,0
passive,easy,7,79,2,,0,0
passive,easy,7,80,2,,0,0
passive,easy,7,81,2,,0,0
passive,easy,7,82,2,,0,0
passive,easy,7,83,2,,0,0
passive,easy,7,84,2,,0,0
passive,easy,7,85,2,,0,0
passive,easy,7,86,2,,0,0
passive,easy,7,87,2,,0,0
passive,easy,7,88,2,,0,0
passive,easy,7,89,2,,0,0
passive,easy,7,90,2,,0,0
passive,easy,7,91,2,,0,0
passive,easy,7,92,2,,0,0
passive,easy,7,93,2,,0,0
passive,easy,7,94,2,,0,0
passive,easy,7,95,2,,0,0
passive,easy,7,96,2,,0,0
passive,easy,7,97,2,,0,0
passive,easy,7,98,2,,0,0
passive,easy,7,99,2,,0,0
passive,easy,7,100,2,,0,0
passive,easy,19,1,2,,0,0
passive,easy,19,2,2,,0,0
passive,easy,19,3,2,,0,0
passive,easy,19,4,2,,0,0
passive,easy,19,5,2,,0,0
passive,easy,19,6,2,,0,0
passive,easy,19,7,2,,0,0
passive,easy,19,8,2,,0,0
passive,easy,19,9,2,,0,0
passive,easy,19,10,2,,0,0
passive,easy,19,11,2,,0,0
passive,easy,19,12,2,,0,0
passive,easy,19,13,2,,0,0
passive,easy,19,14,2,,0,0
passive,easy,19,15,2,,0,0
passive,easy,19,16,2,,0,0
passive,easy,19,17,2,,0,0
passive,easy,19,18,2,,0,0
passive,easy,19,19,2,,0,0
passive,easy,19,20,2,,0,0
passive,easy,19,21,2,,0,0
passive,easy,19,22,2,,0,0
passive,easy,19,23,2,,0,0
passive,easy,19,24,2,,0,0
passive,easy,19,25,2,,0,0
passive,easy,19,26,2,,0,0
passive,easy,19,27,2,,0,0
passive,easy,19,28,2,,0,0
passive,easy,19,29,2,,0,0
passive,easy,19,30,2,,0,0
passive,easy,19,31,2,,0,0
passive,easy,19,32,2,,0,0
passive,easy,19,33,2,,0,0
passive,easy,19,34,2,,0,0
passive,easy,19,35,2,,0,0
passive,easy,19,36,2,,0,0
passive,easy,19,37,2,,0,0
passive,easy,19,38,2,,0,0
passive,easy,19,39,2,,0,0
passive,easy,19,40,2,,0,0
passive,easy,19,41,2,,0,0
passive,easy,19,42,2,,0,0
passive,easy,19,43,2,,0,0
passive,easy,19,44,2,,0,0
passive,easy,19,45,2,,0,0
passive,easy,19,46,2,,0,0
passive,easy,19,47,2,,0,0
passive,easy,19,48,2,,0,0
passive,easy,19,49,2,,0,0
passive,easy,19,50,2,,0,0
passive,easy,19,51,2,,0,0
passive,easy,19,52,2,,0,0
passive,easy,19,53,2,,0,0
passive,easy,19,54,2,,0,0
passive,easy,19,55,2,,0,0
passive,easy,19,56,2,,0,0
passive,easy,19,57,2,,0,0
passive,easy,19,58,2,,0,0
passive,easy,19,59,2,,0,0
passive,easy,19,60,2,,0,0
passive,easy,19,61,2,,0,0
passive,easy,19,62,2,,0,0
passive,easy,19,63,2,,0,0
passive,easy,19,64,2,,0,0
passive,easy,19,65,2,,0,0
passive,easy,19,66,2,,0,0
passive,easy,19,67,2,,0,0
passive,easy,19,68,2,,0,0
passive,easy,19,69,2,,0,0
passive,easy,19,70,2,,0,0
passive,easy,19,71,2,,0,0
passive,easy,19,72,2,,0,0
passive,easy,19,73,2,,0,0
passive,easy,19,74,2,,0,0
passive,easy,19,75,2,,0,0
passive,easy,19,76,2,,0,0
passive,easy,19,77,2,,0,0
passive,easy,19,78,2,,0,0
passive,easy,19,79,2,,0,0
passive,easy,19,80,2,,0,0
passive,easy,19,81,2,,0,0
passive,easy,19,82,2,,0,0
passive,easy,19,83,2,,0,0
passive,easy,19,84,2,,0,0
passive,easy,19,85,2,,0,0
passive,easy,19,86,2,,0,0
passive,easy,19,87,2,,0,0
passive,easy,19,88,2,,0,0
passive,easy,19,89,2,,0,0
passive,easy,19,90,2,,0,0
passive,easy,19,91,2,,0,0
passive,easy,19,92,2,,0,0
passive,easy,19,93,2,,0,0
passive,easy,19,94,2,,0,0
passive,easy,19,95,2,,0,0
passive,easy,19,96,2,,0,0
passive,easy,19,97,2,,0,0
passive,easy,19,98,2,,0,0
passive,easy,19,99,2,,0,0
passive,easy,19,100,2,,0,0
passive,easy,42,1,2,,0,0
passive,easy,42,2,2,,0,0
passive,easy,42,3,2,,0,0
passive,easy,42,4,2,,0,0
passive,easy,42,5,2,,0,0
passive,easy,42,6,2,,0,0
passive,easy,42,7,2,,0,0
passive,easy,42,8,2,,0,0
passive,easy,42,9,2,,0,0
passive,easy,42,10,2,,0,0
passive,easy,42,11,2,,0,0
passive,easy,42,12,2,,0,0
passive,easy,42,13,2,,0,0
passive,easy,42,14,2,,0,0
passive,easy,42,15,2,,0,0
passive,easy,42,16,2,,0,0
passive,easy,42,17,2,,0,0
passive,easy,42,18,2,,0,0
passive,easy,42,19,2,,0,0
passive,easy,42,20,2,,0,0
passive,easy,42,21,2,,0,0
passive,easy,42,22,2,,0,0
passive,easy,42,23,2,,0,0
passive,easy,42,24,2,,0,0
conquest,easy,7,1,2,horsemanship,0,0
conquest,easy,7,2,2,horsemanship,0,0
conquest,easy,7,3,2,horsemanship,0,0
conquest,easy,7,4,2,horsemanship,0,0
conquest,easy,7,5,2,horsemanship,0,0
conquest,easy,7,6,3,,0,0
conquest,easy,7,7,3,masonry,0,0
conquest,easy,7,8,3,masonry,0,0
conquest,easy,7,9,3,masonry,0,0
conquest,easy,7,10,3,masonry,0,0
conquest,easy,7,11,3,masonry,0,0
conquest,easy,7,12,3,masonry,0,0
conquest,easy,7,13,3,masonry,0,0
conquest,easy,7,14,4,,0,0
conquest,easy,7,15,4,engineering,0,0
conquest,easy,7,16,4,engineering,0,0
conquest,easy,7,17,4,engineering,0,0
conquest,easy,7,18,4,engineering,0,0
conquest,easy,7,19,4,engineering,0,0
conquest,easy,7,20,4,engineering,0,0
conquest,easy,7,21,4,engineering,0,0
conquest,easy,7,22,4,engineering,0,0
conquest,easy,7,23,4,engineering,0,0
conquest,easy,7,24,4,engineering,0,0
conquest,easy,7,25,4,engineering,0,0
conquest,easy,7,26,4,engineering,0,0
conquest,easy,7,27,5,,0,0
conquest,easy,7,28,5,,0,0
conquest,easy,7,29,5,,0,0
conquest,easy,19,1,2,horsemanship,0,0
conquest,easy,19,2,2,horsemanship,0,0
conquest,easy,19,3,2,horsemanship,0,0
conquest,easy,19,4,2,horsemanship,0,0
conquest,easy,19,5,3,masonry,0,0
conquest,easy,19,6,3,masonry,0,0
conquest,easy,19,7,3,masonry,0,0
conquest,easy,19,8,3,masonry,0,0
conquest,easy,19,9,3,masonry,0,0
conquest,easy,19,10,3,masonry,0,0
conquest,easy,19,11,4,engineering,0,0
conquest,easy,19,12,4,engineering,0,0
conquest,easy,19,13,4,engineering,0,0
conquest,easy,19,14,4,engineering,0,0
conquest,easy,19,15,4,engineering,0,0
conquest,easy,19,16,4,engineering,0,0
conquest,easy,19,17,4,engineering,0,0
conquest,easy,19,18,4,engineering,0,0
conquest,easy,19,19,4,engineering,0,0
conquest,easy,19,20,5,,0,0
conquest,easy,19,21,5,,0,0
conquest,easy,19,22,5,,0,0
conquest,easy,19,23,5,,0,0
conquest,easy,42,1,2,horsemanship,0,0
conquest,easy,42,2,2,horsemanship,0,0
conquest,easy,42,3,2,horsemanship,0,0
conquest,easy,42,4,2,horsemanship,0,0
conquest,easy,42,5,2,horsemanship,0,0
conquest,easy,42,6,3,,0,0
conquest,easy,42,7,3,masonry,0,0
conquest,easy,42,8,3,masonry,0,0
conquest,easy,42,9,3,masonry,0,0
conquest,easy,42,10,3,masonry,0,0
conquest,easy,42,11,3,masonry,0,0
conquest,easy,42,12,3,masonry,0,0
conquest,easy,42,13,3,masonry,0,0
conquest,easy,42,14,4,,0,0
conquest,easy,42,15,4,engineering,0,0
conquest,easy,42,16,4,engineering,0,0
conquest,easy,42,17,4,engineering,0,0
conquest,easy,42,18,4,engineering,0,0
conquest,easy,42,19,4,engineering,0,0
conquest,easy,42,20,4,engineering,0,0
conquest,easy,42,21,4,engineering,0,0
conquest,easy,42,22,4,engineering,0,0
conquest,easy,42,23,4,engineering,0,0
conquest,easy,42,24,5,,0,0
conquest,easy,42,25,5,,0,0
faith,easy,7,1,2,masonry,0,0
faith,easy,7,2,2,masonry,0,0
faith,easy,7,3,2,masonry,0,0
faith,easy,7,4,2,masonry,0,0
faith,easy,7,5,2,masonry,0,0
faith,easy,7,6,2,masonry,0,0
faith,easy,7,7,2,masonry,0,0
faith,easy,7,8,3,,0,0
faith,easy,7,9,3,philosophy,0,0
faith,easy,7,10,3,philosophy,0,0
faith,easy,7,11,3,philosophy,0,0
faith,easy,7,12,3,philosophy,0,0
faith,easy,7,13,3,philosophy,0,0
faith,easy,7,14,3,philosophy,0,0
faith,easy,7,15,3,philosophy,0,0
faith,easy,7,16,3,philosophy,0,0
faith,easy,7,17,3,philosophy,0,0
faith,easy,7,18,3,philosophy,0,0
faith,easy,7,19,4,,0,0
faith,easy,19,1,2,masonry,0,0
faith,easy,19,2,2,masonry,0,0
faith,easy,19,3,2,masonry,0,0
faith,easy,19,4,2,masonry,0,0
faith,easy,19,5,2,masonry,0,0
faith,easy,19,6,3,,0,0
faith,easy,19,7,3,philosophy,0,0
faith,easy,19,8,3,philosophy,0,0
faith,easy,19,9,3,philosophy,0,0
faith,easy,19,10,3,philosophy,0,0
faith,easy,19,11,3,philosophy,0,0
faith,easy,19,12,3,philosophy,0,0
faith,easy,19,13,3,philosophy,0,0
faith,easy,19,14,3,philosophy,0,0
faith,easy,19,15,4,,0,0
faith,easy,19,16,4,,0,0
faith,easy,19,17,4,,0,0
faith,easy,19,18,4,,0,0
faith,easy,19,19,4,,0,0
faith,easy,19,20,4,,0,0
faith,easy,19,21,4,,0,0
faith,easy,19,22,4,,0,0
faith,easy,19,23,4,,0,0
faith,easy,19,24,4,,0,0
faith,easy,42,1,2,masonry,0,0
faith,easy,42,2,2,masonry,0,0
faith,easy,42,3,2,masonry,0,0
faith,easy,42,4,2,masonry,0,0
faith,easy,42,5,2,masonry,0,0
faith,easy,42,6,2,masonry,0,0
faith,easy,42,7,2,masonry,0,0
faith,easy,42,8,3,,0,0
faith,easy,42,9,3,philosophy,0,0
faith,easy,42,10,3,philosophy,0,0
faith,easy,42,11,3,philosophy,0,0
faith,easy,42,12,3,philosophy,0,0
faith,easy,42,13,3,philosophy,0,0
faith,easy,42,14,3,philosophy,0,0
faith,easy,42,15,3,philosophy,0,0
faith,easy,42,16,3,philosophy,0,0
faith,easy,42,17,4,,0,0
faith,easy,42,18,4,,0,0
faith,easy,42,19,4,,0,0
faith,easy,42,20,4,,0,0
faith,easy,42,21,4,,0,0
merchant,easy,7,1,2,currency,0,0
merchant,easy,7,2,2,currency,0,0
merchant,easy,7,3,2,currency,0,0
merchant,easy,7,4,2,currency,0,0
merchant,easy,7,5,2,currency,0,0
merchant,easy,7,6,3,,0,0
merchant,easy,7,7,3,masonry,0,0
merchant,easy,7,8,3,masonry,0,0
merchant,easy,7,9,3,masonry,0,0
merchant,easy,7,10,3,masonry,0,0
merchant,easy,7,11,3,masonry,0,0
merchant,easy,7,12,3,masonry,0,0
merchant,easy,7,13,3,masonry,0,0
merchant,easy,7,14,4,,0,0
merchant,easy,7,15,4,irrigation,0,0
merchant,easy,7,16,4,irrigation,0,0
merchant,easy,7,17,4,irrigation,0,0
merchant,easy,7,18,4,irrigation,0,0
merchant,easy,7,19,4,irrigation,0,0
merchant,easy,7,20,4,irrigation,0,0
merchant,easy,7,21,4,irrigation,0,0
merchant,easy,7,22,5,banking,0,0
merchant,easy,7,23,5,banking,0,0
merchant,easy,7,24,5,banking,0,0
merchant,easy,7,25,5,banking,0,0
merchant,easy,7,26,5,banking,0,0
merchant,easy,7,27,5,banking,0,0
merchant,easy,7,28,5,banking,0,0
merchant,easy,7,29,5,banking,0,0
merchant,easy,7,30,5,banking,0,0
merchant,easy,7,31,5,banking,0,0
merchant,easy,7,32,5,banking,0,0
merchant,easy,7,33,5,banking,0,0
merchant,easy,7,34,5,banking,0,0
merchant,easy,7,35,5,banking,0,0
merchant,easy,7,36,5,banking,0,0
merchant,easy,7,37,6,accounting,0,0
merchant,easy,7,38,6,accounting,0,0
merchant,easy,7,39,6,accounting,0,0
merchant,easy,7,40,6,accounting,0,0
merchant,easy,7,41,6,accounting,0,0
merchant,easy,7,42,6,accounting,0,0
merchant,easy,7,43,6,accounting,0,0
merchant,easy,7,44,6,accounting,0,0
merchant,easy,7,45,6,accounting,0,0
merchant,easy,7,46,6,accounting,0,0
merchant,easy,7,47,6,accounting,0,0
merchant,easy,7,48,6,accounting,0,0
merchant,easy,7,49,6,accounting,0,0
merchant,easy,7,50,6,accounting,0,0
merchant,easy,7,51,6,accounting,0,0
merchant,easy,7,52,6,accounting,0,0
merchant,easy,7,53,6,accounting,0,0
merchant,easy,7,54,7,philosophy,0,0
merchant,easy,7,55,7,philosophy,0,0
merchant,easy,7,56,7,philosophy,0,0
merchant,easy,7,57,7,philosophy,0,0
merchant,easy,7,58,7,philosophy,0,0
merchant,easy,7,59,7,philosophy,0,0
merchant,easy,7,60,7,philosophy,0,0
merchant,easy,7,61,7,philosophy,0,0
merchant,easy,7,62,7,philosophy,0,0
merchant,easy,7,63,7,philosophy,0,0
merchant,easy,7,64,7,philosophy,0,0
merchant,easy,7,65,8,guilds,0,0
merchant,easy,7,66,8,guilds,0,0
merchant,easy,7,67,8,guilds,0,0
merchant,easy,7,68,8,guilds,0,0
merchant,easy,7,69,8,guilds,0,0
merchant,easy,7,70,8,guilds,0,0
merchant,easy,7,71,8,guilds,0,0
merchant,easy,7,72,8,guilds,0,0
merchant,easy,7,73,8,guilds,0,0
merchant,easy,7,74,8,guilds,0,0
merchant,easy,7,75,8,guilds,0,0
merchant,easy,7,76,9,,0,0
merchant,easy,7,77,9,,0,0
merchant,easy,7,78,9,,0,0
merchant,easy,7,79,9,,0,0
merchant,easy,7,80,9,,0,0
merchant,easy,7,81,9,,0,0
merchant,easy,7,82,9,,0,0
merchant,easy,7,83,9,,0,0
merchant,easy,7,84,9,,0,0
merchant,easy,7,85,9,,0,0
merchant,easy,7,86,9,,0,0
merchant,easy,7,87,9,,0,0
merchant,easy,7,88,9,,0,0
merchant,easy,7,89,9,,0,0
merchant,easy,7,90,9,,0,0
merchant,easy,7,91,9,,0,0
merchant,easy,7,92,9,,0,0
merchant,easy,7,93,9,,0,0
merchant,easy,7,94,9,,0,0
merchant,easy,7,95,9,,0,0
merchant,easy,7,96,9,,0,0
merchant,easy,7,97,9,,0,0
merchant,easy,7,98,9,,0,0
merchant,easy,7,99,9,,0,0
merchant,easy,7,100,9,,0,0
merchant,easy,19,1,2,currency,0,0
merchant,easy,19,2,2,currency,0,0
merchant,easy,19,3,2,currency,0,0
merchant,easy,19,4,3,masonry,0,0
merchant,easy,19,5,3,masonry,0,0
merchant,easy,19,6,3,masonry,0,0
merchant,easy,19,7,3,masonry,0,0
merchant,easy,19,8,4,irrigation,0,0
merchant,easy,19,9,4,irrigation,0,0
merchant,easy,19,10,4,irrigation,0,0
merchant,easy,19,11,5,,0,0
merchant,easy,19,12,5,banking,0,0
merchant,easy,19,13,5,banking,0,0
merchant,easy,19,14,5,banking,0,0
merchant,easy,19,15,5,banking,0,0
merchant,easy,19,16,5,banking,0,0
merchant,easy,19,17,5,banking,0,0
merchant,easy,19,18,5,banking,0,0
merchant,easy,19,19,6,accounting,0,0
merchant,easy,19,20,6,accounting,0,0
merchant,easy,19,21,6,accounting,0,0
merchant,easy,19,22,6,accounting,0,0
merchant,easy,19,23,6,accounting,0,0
merchant,easy,19,24,6,accounting,0,0
merchant,easy,19,25,6,accounting,0,0
merchant,easy,19,26,6,accounting,0,0
merchant,easy,19,27,6,accounting,0,0
merchant,easy,19,28,7,philosophy,0,0
merchant,easy,19,29,7,philosophy,0,0
merchant,easy,19,30,7,philosophy,0,0
merchant,easy,19,31,7,philosophy,0,0
merchant,easy,19,32,7,philosophy,0,0
merchant,easy,19,33,7,philosophy,0,0
merchant,easy,19,34,8,guilds,0,0
merchant,easy,19,35,8,guilds,0,0
merchant,easy,19,36,8,guilds,0,0
merchant,easy,19,37,8,guilds,0,0
merchant,easy,19,38,8,guilds,0,0
merchant,easy,19,39,8,guilds,0,0
merchant,easy,19,40,9,,0,0
merchant,easy,19,41,9,,0,0
merchant,easy,19,42,9,,0,0
merchant,easy,19,43,9,,0,0
merchant,easy,19,44,9,,0,0
merchant,easy,19,45,9,,0,0
merchant,easy,19,46,9,,0,0
merchant,easy,19,47,9,,0,0
merchant,easy,19,48,9,,0,0
merchant,easy,19,49,9,,0,0
merchant,easy,19,50,9,,0,0
merchant,easy,19,51,9,,0,0
merchant,easy,19,52,9,,0,0
merchant,easy,19,53,9,,0,0
merchant,easy,19,54,9,,0,0
merchant,easy,19,55,9,,0,0
merchant,easy,19,56,9,,0,0
merchant,easy,19,57,9,,0,0
merchant,easy,19,58,9,,0,0
merchant,easy,19,59,9,,0,0
merchant,easy,19,60,9,,0,0
merchant,easy,19,61,9,,0,0
merchant,easy,19,62,9,,0,0
merchant,easy,19,63,9,,0,0
merchant,easy,19,64,9,,0,0
merchant,easy,19,65,9,,0,0
merchant,easy,19,66,9,,0,0
merchant,easy,19,67,9,,0,0
merchant,easy,19,68,9,,0,0
merchant,easy,19,69,9,,0,0
merchant,easy,19,70,9,,0,0
merchant,easy,19,71,9,,0,0
merchant,easy,19,72,9,,0,0
merchant,easy,19,73,9,,0,0
merchant,easy,19,74,9,,0,0
merchant,easy,19,75,9,,0,0
merchant,easy,19,76,9,,0,0
merchant,easy,19,77,9,,0,0
merchant,easy,19,78,9,,0,0
merchant,easy,19,79,9,,0,0
merchant,easy,19,80,9,,0,0
merchant,easy,19,81,9,,0,0
merchant,easy,19,82,9,,0,0
merchant,easy,19,83,9,,0,0
merchant,easy,19,84,9,,0,0
merchant,easy,19,85,9,,0,0
merchant,easy,19,86,9,,0,0
merchant,easy,19,87,9,,0,0
merchant,easy,19,88,9,,0,0
merchant,easy,19,89,9,,0,0
merchant,easy,19,90,9,,0,0
merchant,easy,19,91,9,,0,0
merchant,easy,19,92,9,,0,0
merchant,easy,19,93,9,,0,0
merchant,easy,19,94,9,,0,0
merchant,easy,19,95,9,,0,0
merchant,easy,19,96,9,,0,0
merchant,easy,19,97,9,,0,0
merchant,easy,19,98,9,,0,0
merchant,easy,19,99,9,,0,0
merchant,easy,19,100,9,,0,0
merchant,easy,42,1,2,currency,0,0
merchant,easy,42,2,2,currency,0,0
merchant,easy,42,3,2,currency,0,0
merchant,easy,42,4,2,currency,0,0
merchant,easy,42,5,2,currency,0,0
merchant,easy,42,6,3,,0,0
merchant,easy,42,7,3,masonry,0,0
merchant,easy,42,8,3,masonry,0,0
merchant,easy,42,9,3,masonry,0,0
merchant,easy,42,10,3,masonry,0,0
merchant,easy,42,11,3,masonry,0,0
merchant,easy,42,12,3,masonry,0,0
merchant,easy,42,13,3,masonry,0,0
merchant,easy,42,14,4,,0,0
merchant,easy,42,15,4,irrigation,0,0
merchant,easy,42,16,4,irrigation,0,0
merchant,easy,42,17,4,irrigation,0,0
merchant,easy,42,18,4,irrigation,0,0
merchant,easy,42,19,4,irrigation,0,0
merchant,easy,42,20,5,banking,0,0
merchant,easy,42,21,5,banking,0,0
merchant,easy,42,22,5,banking,0,0
merchant,easy,42,23,5,banking,0,0
merchant,easy,42,24,5,banking,0,0
merchant,easy,42,25,5,banking,0,0
merchant,easy,42,26,5,banking,0,0
merchant,easy,42,27,5,banking,0,0
merchant,easy,42,28,5,banking,0,0
merchant,easy,42,29,5,banking,0,0
merchant,easy,42,30,5,banking,0,0
merchant,easy,42,31,5,banking,0,0
merchant,easy,42,32,5,banking,0,0
merchant,easy,42,33,5,banking,0,0
merchant,easy,42,34,6,accounting,0,0
merchant,easy,42,35,6,accounting,0,0
merchant,easy,42,36,6,accounting,0,0
merchant,easy,42,37,6,accounting,0,0
merchant,easy,42,38,6,accounting,0,0
merchant,easy,42,39,6,accounting,0,0
merchant,easy,42,40,6,accounting,0,0
merchant,easy,42,41,6,accounting,0,0
merchant,easy,42,42,6,accounting,0,0
merchant,easy,42,43,6,accounting,0,0
merchant,easy,42,44,6,accounting,0,0
merchant,easy,42,45,6,accounting,0,0
merchant,easy,42,46,6,accounting,0,0
merchant,easy,42,47,6,accounting,0,0
merchant,easy,42,48,6,accounting,0,0
merchant,easy,42,49,6,accounting,0,0
merchant,easy,42,50,6,accounting,0,0
merchant,easy,42,51,6,accounting,0,0
merchant,easy,42,52,7,philosophy,0,0
merchant,easy,42,53,7,philosophy,0,0
merchant,easy,42,54,7,philosophy,0,0
merchant,easy,42,55,7,philosophy,0,0
merchant,easy,42,56,7,philosophy,0,0
merchant,easy,42,57,7,philosophy,0,0
merchant,easy,42,58,7,philosophy,0,0
merchant,easy,42,59,7,philosophy,0,0
merchant,easy,42,60,7,philosophy,0,0
merchant,easy,42,61,7,philosophy,0,0
merchant,easy,42,62,7,philosophy,0,0
merchant,easy,42,63,8,guilds,0,0
merchant,easy,42,64,8,guilds,0,0
merchant,easy,42,65,8,guilds,0,0
merchant,easy,42,66,8,guilds,0,0
merchant,easy,42,67,8,guilds,0,0
merchant,easy,42,68,8,guilds,0,0
merchant,easy,42,69,8,guilds,0,0
merchant,easy,42,70,8,guilds,0,0
merchant,easy,42,71,8,guilds,0,0
merchant,easy,42,72,8,guilds,0,0
merchant,easy,42,73,9,,0,0
merchant,easy,42,74,9,,0,0
merchant,easy,42,75,9,,0,0
merchant,easy,42,76,9,,0,0
merchant,easy,42,77,9,,0,0
merchant,easy,42,78,9,,0,0
merchant,easy,42,79,9,,0,0
merchant,easy,42,80,9,,0,0
merchant,easy,42,81,9,,0,0
merchant,easy,42,82,9,,0,0
merchant,easy,42,83,9,,0,0
merchant,easy,42,84,9,,0,0
merchant,easy,42,85,9,,0,0
merchant,easy,42,86,9,,0,0
merchant,easy,42,87,9,,0,0
merchant,easy,42,88,9,,0,0
merchant,easy,42,89,9,,0,0
merchant,easy,42,90,9,,0,0
merchant,easy,42,91,9,,0,0
merchant,easy,42,92,9,,0,0
merchant,easy,42,93,9,,0,0
merchant,easy,42,94,9,,0,0
merchant,easy,42,95,9,,0,0
merchant,easy,42,96,9,,0,0
merchant,easy,42,97,9,,0,0
merchant,easy,42,98,9,,0,0
merchant,easy,42,99,9,,0,0
merchant,easy,42,100,9,,0,0
nomad,easy,7,1,2,horsemanship,0,0
nomad,easy,7,2,2,horsemanship,0,0
nomad,easy,7,3,2,horsemanship,0,0
nomad,easy,7,4,2,horsemanship,0,0
nomad,easy,7,5,2,horsemanship,0,0
nomad,easy,7,6,3,,0,0
nomad,easy,7,7,3,composite,0,0
nomad,easy,7,8,3,composite,0,0
nomad,easy,7,9,3,composite,0,0
nomad,easy,7,10,3,composite,0,0
nomad,easy,7,11,3,composite,0,0
nomad,easy,7,12,3,composite,0,0
nomad,easy,7,13,3,composite,0,0
nomad,easy,7,14,3,composite,0,0
nomad,easy,7,15,3,composite,0,0
nomad,easy,7,16,3,composite,0,0
nomad,easy,7,17,3,composite,0,0
nomad,easy,7,18,3,composite,0,0
nomad,easy,7,19,4,,0,0
nomad,easy,7,20,4,,0,0
nomad,easy,19,1,2,horsemanship,0,0
nomad,easy,19,2,2,horsemanship,0,0
nomad,easy,19,3,2,horsemanship,0,0
nomad,easy,19,4,2,horsemanship,0,0
nomad,easy,19,5,3,composite,0,0
nomad,easy,19,6,3,composite,0,0
